AvgR,LbR,UbR,AvgS,LbS,UbS
nan,nan,nan,206.697708,nan,nan
nan,nan,nan,240.18959,nan,nan
nan,nan,nan,186.121689,nan,nan
nan,nan,nan,237.887054,nan,nan
nan,nan,nan,160.998779,nan,nan
nan,nan,nan,212.416153,nan,nan
nan,nan,nan,207.209045,nan,nan
nan,nan,nan,209.782669,nan,nan
48.482957444444445,nan,nan,183.316086,nan,nan
51.04139822222223,nan,nan,206.66394,nan,nan
44.65343355555555,nan,nan,181.791458,nan,nan
42.13193522222222,nan,nan,211.215088,nan,nan
39.30354022222222,nan,nan,215.609177,nan,nan
40.74392344444445,nan,nan,190.008286,nan,nan
38.900891,nan,nan,214.465012,nan,nan
43.452314,nan,nan,272.161194,nan,nan
39.15639888888889,nan,nan,189.976105,nan,nan
44.382875222222225,nan,nan,217.781494,nan,nan
43.18725155555555,nan,nan,239.772064,nan,nan
49.27984411111111,nan,nan,220.471024,nan,nan
48.17448088888889,nan,nan,187.639801,nan,nan
50.34810344444444,nan,nan,284.43045,nan,nan
47.55796544444444,nan,nan,178.213531,nan,nan
52.75055011111111,nan,nan,264.798462,nan,nan
43.931191,nan,nan,152.8591,nan,nan
49.37537577777778,nan,nan,190.530029,nan,nan
46.75363733333333,nan,nan,143.193741,nan,nan
48.53992955555556,nan,nan,180.058426,nan,nan
46.916074,nan,nan,172.494476,nan,nan
53.83255922222222,nan,nan,218.100418,nan,nan
47.90249311111111,nan,nan,169.758804,nan,nan
56.00225144444445,nan,nan,258.315552,nan,nan
49.12951544444444,nan,nan,155.829315,nan,nan
57.62576544444445,nan,nan,245.554428,nan,nan
56.71226411111111,nan,nan,231.679825,nan,nan
64.27277366666667,nan,nan,264.338318,nan,nan
57.75328688888889,nan,nan,140.644608,nan,nan
61.50787555555556,nan,nan,233.32782,nan,nan
63.00213399999999,nan,nan,210.312012,nan,nan
72.42581177777778,nan,nan,267.302979,nan,nan
70.57372711111111,nan,nan,224.701324,nan,nan
79.07373066666668,nan,nan,240.282745,nan,nan
78.78322455555556,nan,nan,166.132385,nan,nan
80.5499821111111,nan,nan,238.899826,nan,nan
92.47077888888889,nan,nan,267.137024,nan,nan
99.08525422222222,nan,nan,234.585052,nan,nan
98.255845,nan,nan,260.714539,nan,nan
114.0385302222222,nan,nan,274.346161,nan,nan
111.55404,nan,nan,119.744476,nan,nan
115.5391278888889,nan,nan,226.574173,nan,nan
130.73689966666666,nan,nan,186.834747,nan,nan
157.72495711111114,nan,nan,267.997437,nan,nan
203.89375155555555,nan,nan,254.431473,nan,nan
234.21973522222223,nan,nan,202.641693,nan,nan
251.26684155555554,nan,nan,186.282547,nan,nan
254.1587262222222,nan,nan,210.347458,nan,nan
251.018108,nan,nan,192.024124,nan,nan
270.34059488888886,nan,nan,335.411102,nan,nan
281.5469251111111,nan,nan,285.767242,nan,nan
270.99805111111107,nan,nan,285.55896,nan,nan
245.80730011111115,nan,nan,112.436165,nan,nan
231.88869388888887,nan,nan,266.966858,nan,nan
304.4267356666667,nan,nan,342.86908,nan,nan
287.33034,nan,nan,195.067123,nan,nan
278.52838799999995,nan,nan,87.807137,nan,nan
267.15694588888886,nan,nan,168.644836,nan,nan
308.59612433333336,nan,nan,289.992798,nan,nan
296.94593211111106,nan,nan,158.83783,nan,nan
307.40588633333334,nan,nan,321.738678,nan,nan
351.18024866666667,nan,nan,377.546448,nan,nan
313.51450688888895,nan,nan,151.406021,nan,nan
201.24429500000002,nan,nan,207.322205,nan,nan
288.192616,nan,nan,402.830719,nan,nan
311.39980155555554,nan,nan,320.791779,nan,nan
360.04073933333336,nan,nan,403.367218,nan,nan
301.5526394444444,nan,nan,288.53833,nan,nan
297.85586122222225,nan,nan,200.653778,nan,nan
285.63591588888886,nan,nan,279.618683,nan,nan
341.87626555555556,nan,nan,457.678009,nan,nan
359.40028877777775,nan,nan,328.21463,nan,nan
406.7911197777778,nan,nan,468.967773,nan,nan
321.18731599999995,nan,nan,292.888977,nan,nan
395.25793544444446,nan,nan,492.201385,nan,nan
344.47716522222225,nan,nan,278.663422,nan,nan
526.1220983333334,nan,nan,510.039032,nan,nan
625.659139,nan,nan,456.174103,nan,nan
614.5908981111111,nan,nan,113.263939,nan,nan
513.3315165555555,nan,nan,298.485565,nan,nan
625.5624312222221,nan,nan,520.687744,nan,nan
574.1818863333333,nan,nan,285.901825,nan,nan
786.5936396666667,nan,nan,524.416931,nan,nan
694.9549202222222,nan,nan,264.505188,nan,nan
896.1660222222222,nan,nan,521.897522,nan,nan
757.3348556666666,nan,nan,447.959991,nan,nan
717.5866732222222,nan,nan,495.542969,nan,nan
784.5466276666667,nan,nan,479.61908,nan,nan
782.864464888889,nan,nan,274.199463,nan,nan
798.7517668888889,nan,nan,502.061768,nan,nan
801.4413251111112,nan,nan,293.910461,nan,nan
810.5155574444444,nan,nan,541.101318,nan,nan
1035.4240793333333,nan,nan,534.584412,nan,nan
853.9521995555556,nan,nan,453.634125,nan,nan
1032.972846333333,nan,nan,535.422974,nan,nan
973.9555004444444,nan,nan,252.561752,nan,nan
1139.3242544444445,nan,nan,539.677795,nan,nan
1360.7092056666665,nan,nan,530.013367,nan,nan
1447.822812333333,nan,nan,542.177795,nan,nan
1671.172286888889,nan,nan,547.766296,nan,nan
1673.5634001111112,nan,nan,537.110229,nan,nan
1677.6855517777778,nan,nan,550.084839,nan,nan
1883.9386272222223,nan,nan,538.400208,nan,nan
1706.333378888889,nan,nan,481.97467,nan,nan
1931.903432,nan,nan,542.383545,nan,nan
1930.119225222222,nan,nan,540.099182,nan,nan
1937.0766633333333,nan,nan,540.470825,nan,nan
1932.9497373333334,nan,nan,536.00647,nan,nan
1931.1927928888888,nan,nan,533.259644,nan,nan
1928.462052888889,nan,nan,535.023376,nan,nan
1701.2102405555554,nan,nan,269.300293,nan,nan
1695.9806941111112,nan,nan,540.816589,nan,nan
1645.8835244444444,nan,nan,180.236786,nan,nan
1645.8996376666666,nan,nan,543.356201,nan,nan
1643.1787175555555,nan,nan,532.205688,nan,nan
1638.3479071111112,nan,nan,537.182983,nan,nan
1634.8853963333333,nan,nan,523.325684,nan,nan
1630.8026055555556,nan,nan,529.937378,nan,nan
1483.218594,nan,nan,499.713013,nan,nan
1701.874459111111,nan,nan,536.253174,nan,nan
1703.3014882222221,nan,nan,542.638367,nan,nan
1928.8586967777778,nan,nan,537.769226,nan,nan
1924.2443033333334,nan,nan,533.340759,nan,nan
1704.6801934444443,nan,nan,285.095795,nan,nan
1705.245216222222,nan,nan,533.374878,nan,nan
1706.2382175555556,nan,nan,530.194275,nan,nan
1711.2531915555555,nan,nan,534.203308,nan,nan
1860.1513035555556,nan,nan,529.086609,nan,nan
1862.6183174444445,nan,nan,531.804626,nan,nan
1860.7444296666665,nan,nan,536.606934,nan,nan
1861.6594416666667,nan,nan,535.987732,nan,nan
1864.329906111111,nan,nan,535.257141,nan,nan
2084.483914,nan,nan,525.360535,nan,nan
2058.517279888889,nan,nan,526.648804,nan,nan
1851.8245071111112,nan,nan,406.882355,nan,nan
1849.127539888889,nan,nan,534.768555,nan,nan
1847.1710783333333,nan,nan,529.980713,nan,nan
1842.199385111111,nan,nan,523.433594,nan,nan
1839.784346,nan,nan,525.437805,nan,nan
1659.5103693333333,nan,nan,497.261536,nan,nan
1660.276970888889,nan,nan,531.106873,nan,nan
